"EXP_39";"EXP_29";"EXP_42";"EXP_41";"EXP_3";"EXP_40";"EXP_38";"EXP_26";"EXP_1";"EXP_43";"EXP_7";"EXP_9";"EXP_8";"EXP_4";"EXP_19";"EXP_10";"EXP_17";"EXP_25";"EXP_45";"EXP_6";"EXP_2";"EXP_16";"EXP_13";"EXP_14";"EXP_11";"EXP_15";"EXP_12";"EXP_5";"EXP_18";"EXP_44";"EXP_28"
2.0070530000000000e-01;3.4325469999999997e-02;2.2794390000000000e-01;2.3650550000000001e-01;3.8514060000000003e-02;1.5471199999999999e-01;2.2359519999999999e-01;7.5012079999999995e-02;4.8459139999999998e-02;3.4384840000000000e-02;1.2749230000000000e-01;9.7113409999999997e-02;1.6583700000000001e-01;2.3338220000000000e-02;8.7541120000000000e-02;6.2019550000000000e-02;2.4904699999999999e-01;5.8459549999999999e-02;1.3778000000000000e-02;3.9242220000000001e-02;5.8247529999999999e-02;1.6037390000000001e-01;1.4697360000000001e-01;2.1129229999999999e-01;2.7357550000000003e-01;2.0475320000000000e-01;1.1616790000000000e-01;5.6199140000000002e-02;2.9814469999999998e-01;5.7411909999999997e-02;2.5683680000000000e-02
2.0869030000000000e-01;3.3643949999999999e-02;2.5936840000000000e-01;2.7190389999999998e-01;4.3502180000000001e-02;1.8034660000000000e-01;2.3203280000000001e-01;9.6871090000000007e-02;5.6595390000000002e-02;4.3699399999999999e-02;1.7340480000000000e-01;1.3162920000000000e-01;2.0293890000000001e-01;2.6689370000000000e-02;9.1545779999999993e-02;7.2034570000000006e-02;2.7328120000000000e-01;7.2407470000000002e-02;1.0638409999999999e-02;4.1558020000000001e-02;7.3864959999999993e-02;1.7754549999999999e-01;1.7867549999999999e-01;2.4808669999999999e-01;3.4071800000000002e-01;2.2972570000000000e-01;1.4839189999999999e-01;7.3625239999999995e-02;3.2112230000000003e-01;9.0903460000000005e-02;2.2777450000000001e-02
3.0598370000000003e-01;7.2274480000000002e-02;3.4430040000000001e-01;3.5245320000000002e-01;8.7437210000000001e-02;2.7221390000000001e-01;3.2944380000000001e-01;1.8473719999999999e-01;1.6112130000000000e-01;1.0558860000000000e-01;3.2343450000000001e-01;2.7569579999999999e-01;3.4379850000000001e-01;6.8160509999999994e-02;1.5594839999999999e-01;2.1723439999999999e-01;3.6278230000000000e-01;1.4215780000000000e-01;2.9544979999999998e-02;1.3399800000000001e-01;2.0158090000000001e-01;2.6998790000000000e-01;2.7078750000000001e-01;3.3147529999999997e-01;4.4621660000000002e-01;3.1498609999999999e-01;2.2784240000000000e-01;1.9350600000000001e-01;4.0767890000000001e-01;1.5080189999999999e-01;5.2514859999999997e-02
1.7302010000000001e-01;4.3643719999999997e-02;2.3968460000000000e-01;2.6332949999999999e-01;3.5562129999999997e-02;1.4704130000000001e-01;2.0774680000000001e-01;1.1335010000000000e-01;5.4775610000000002e-02;5.9936070000000001e-02;1.6065350000000000e-01;1.4355560000000001e-01;1.7406389999999999e-01;2.3105239999999999e-02;1.4689730000000001e-01;7.2491390000000003e-02;2.8053770000000000e-01;9.3737780000000007e-02;2.3166460000000000e-02;4.1431730000000000e-02;6.0231250000000000e-02;2.0161219999999999e-01;2.0144460000000000e-01;2.8643200000000002e-01;3.4221049999999997e-01;2.5331840000000000e-01;2.3072480000000001e-01;6.3664499999999999e-02;3.3543360000000000e-01;1.3970990000000000e-01;3.4592579999999998e-02
1.7219840000000000e-01;4.0670749999999999e-02;2.4026510000000001e-01;2.5795160000000000e-01;3.5353599999999999e-02;1.5573629999999999e-01;1.9772809999999999e-01;1.1990370000000000e-01;4.8012249999999999e-02;5.8890650000000003e-02;1.8143709999999999e-01;1.5574420000000000e-01;1.8232940000000000e-01;2.2534849999999999e-02;1.1817910000000000e-01;6.8303190000000000e-02;2.8742869999999998e-01;9.2554929999999994e-02;1.6859039999999999e-02;3.9410040000000000e-02;6.1559440000000000e-02;1.9189850000000000e-01;1.8884840000000000e-01;2.6883760000000001e-01;3.1399959999999999e-01;2.2790460000000001e-01;1.9329279999999999e-01;6.1675340000000002e-02;3.3401490000000000e-01;1.2022310000000000e-01;2.9420120000000001e-02
2.5554110000000002e-01;6.7237759999999994e-02;3.2185209999999997e-01;3.3553600000000000e-01;6.5907110000000005e-02;2.4909700000000001e-01;2.7971059999999998e-01;1.7703230000000000e-01;9.2991679999999993e-02;9.6341360000000001e-02;2.7474490000000001e-01;2.4793419999999999e-01;3.0456539999999999e-01;4.5354260000000000e-02;1.6828119999999999e-01;1.5017280000000000e-01;3.6608449999999998e-01;1.3870700000000000e-01;2.9705209999999999e-02;8.6255890000000002e-02;1.3937069999999999e-01;2.7204139999999999e-01;2.7123649999999999e-01;3.3465370000000000e-01;4.2104609999999998e-01;3.1258279999999999e-01;2.3574010000000001e-01;1.3494280000000000e-01;4.1079209999999999e-01;1.5612680000000001e-01;4.9129390000000002e-02
2.7944249999999998e-01;6.4361160000000001e-02;3.0742399999999998e-01;3.1908470000000000e-01;1.0206150000000000e-01;2.4223270000000000e-01;3.0299569999999998e-01;1.5133489999999999e-01;1.7251279999999999e-01;8.1738300000000000e-02;2.7730179999999999e-01;2.5456780000000001e-01;3.0165740000000002e-01;1.1920420000000000e-01;1.2899969999999999e-01;1.9718130000000000e-01;3.2960020000000001e-01;1.1957100000000000e-01;2.6559679999999999e-02;1.7201790000000000e-01;1.8757550000000001e-01;2.3633080000000001e-01;2.3876520000000001e-01;2.9726079999999999e-01;3.9689210000000003e-01;2.7605600000000002e-01;2.0862210000000000e-01;1.7541860000000001e-01;3.7760620000000000e-01;1.2319130000000000e-01;4.9015669999999997e-02
1.7015069999999999e-01;3.9357850000000000e-02;2.3513970000000001e-01;2.5623240000000003e-01;3.2200590000000001e-02;1.4377460000000000e-01;2.0521470000000000e-01;1.2758420000000001e-01;4.5417600000000002e-02;6.6253480000000003e-02;1.8163879999999999e-01;1.4659290000000000e-01;1.7233870000000001e-01;2.0282530000000000e-02;1.3806990000000000e-01;6.5587350000000003e-02;2.8591119999999998e-01;1.0015560000000000e-01;1.8522509999999999e-02;3.5142840000000002e-02;5.6627730000000001e-02;1.9717779999999999e-01;1.9628290000000001e-01;2.7538950000000001e-01;3.2522509999999999e-01;2.2635330000000001e-01;2.2371479999999999e-01;5.8339250000000002e-02;3.2818269999999999e-01;1.4045759999999999e-01;2.8746470000000000e-02
2.1458010000000000e-01;4.8517539999999998e-02;2.7915489999999998e-01;2.9416510000000001e-01;4.3058680000000002e-02;2.0002139999999999e-01;2.3892650000000001e-01;1.4494260000000000e-01;6.6676559999999996e-02;7.3616860000000006e-02;2.2394380000000000e-01;2.0765510000000001e-01;2.4125269999999999e-01;2.4709539999999999e-02;1.3662790000000000e-01;1.0622040000000001e-01;3.2476519999999998e-01;1.0918319999999999e-01;1.6108669999999999e-02;5.8162770000000003e-02;9.0771859999999996e-02;2.2375110000000001e-01;2.2704420000000000e-01;2.9396440000000001e-01;3.6559370000000002e-01;2.6841150000000003e-01;2.0738770000000001e-01;8.5147310000000004e-02;3.7180900000000000e-01;1.3122710000000001e-01;3.1874149999999997e-02
3.1087039999999999e-01;8.1249600000000005e-02;3.5009990000000002e-01;3.5880889999999999e-01;9.0866450000000001e-02;2.8047960000000000e-01;3.3492250000000001e-01;1.9449500000000000e-01;1.6811429999999999e-01;1.1492590000000000e-01;3.2242349999999997e-01;2.5862059999999998e-01;3.4872629999999999e-01;8.5792060000000003e-02;1.7737739999999999e-01;2.1448070000000000e-01;3.7253540000000002e-01;1.5382520000000000e-01;3.6206860000000000e-02;1.2128960000000000e-01;2.1814390000000000e-01;2.8577019999999997e-01;2.8518379999999999e-01;3.4193089999999998e-01;4.5448110000000003e-01;3.2464080000000001e-01;2.4328410000000000e-01;1.9038820000000001e-01;4.1537049999999998e-01;1.5953310000000001e-01;6.1209409999999999e-02
3.0627130000000002e-01;7.4232830000000000e-02;3.4100209999999997e-01;3.4930260000000002e-01;8.8289950000000006e-02;2.7078700000000000e-01;3.3147979999999999e-01;1.8440080000000000e-01;1.6624330000000001e-01;1.0792970000000000e-01;3.1291859999999999e-01;2.4530370000000001e-01;3.3927400000000002e-01;8.5623099999999994e-02;1.5275230000000001e-01;2.0305980000000001e-01;3.5459200000000002e-01;1.4382090000000000e-01;3.1592780000000001e-02;1.1292710000000000e-01;2.1272430000000001e-01;2.6592949999999999e-01;2.6757680000000000e-01;3.2588669999999997e-01;4.4044010000000000e-01;3.0902629999999998e-01;2.2591890000000001e-01;1.8640250000000000e-01;3.9902929999999998e-01;1.5130399999999999e-01;5.4855389999999997e-02
2.7539480000000000e-01;6.0033009999999998e-02;3.0318279999999997e-01;3.1616070000000002e-01;1.0725240000000000e-01;2.3900289999999999e-01;2.9921579999999998e-01;1.5176799999999999e-01;1.7233580000000001e-01;8.2109849999999998e-02;2.7779239999999999e-01;2.5181009999999998e-01;2.9655540000000002e-01;1.3095709999999999e-01;1.1545740000000000e-01;1.9650999999999999e-01;3.1841700000000001e-01;1.1782360000000000e-01;2.4486879999999999e-02;1.7459610000000000e-01;1.9785240000000001e-01;2.2474659999999999e-01;2.3200509999999999e-01;2.8912349999999998e-01;3.8951380000000002e-01;2.6540829999999999e-01;2.1075510000000000e-01;1.7478779999999999e-01;3.6652810000000002e-01;1.2545640000000000e-01;4.4293310000000002e-02
6.8161849999999996e-02;2.0042390000000000e-02;9.3056949999999999e-02;1.2345360000000000e-01;1.0876630000000000e-02;4.4307359999999997e-02;8.8836410000000005e-02;3.9361420000000001e-02;1.4304150000000000e-02;1.8373489999999999e-02;4.5960760000000003e-02;3.5891590000000001e-02;4.5442070000000001e-02;7.4772190000000002e-03;4.8816440000000003e-02;2.1350250000000001e-02;1.1951970000000001e-01;3.5073689999999998e-02;1.3061230000000000e-02;1.4620889999999999e-02;1.6460410000000002e-02;7.3025530000000005e-02;6.6301589999999994e-02;1.1121660000000000e-01;1.1184189999999999e-01;8.2774520000000004e-02;9.3685790000000005e-02;1.3322430000000000e-02;1.5281390000000000e-01;4.3660350000000001e-02;1.8694990000000002e-02
2.9580899999999999e-01;7.5130269999999999e-02;3.3513399999999999e-01;3.4413690000000002e-01;8.3471119999999996e-02;2.6476620000000001e-01;3.2085229999999998e-01;1.7653720000000001e-01;1.4876000000000000e-01;1.0024880000000000e-01;3.0164299999999999e-01;2.3753389999999999e-01;3.3080599999999999e-01;6.6251870000000004e-02;1.6333570000000000e-01;1.9415779999999999e-01;3.5790290000000002e-01;1.3919019999999999e-01;3.1599570000000000e-02;1.1484469999999999e-01;2.0237959999999999e-01;2.7020319999999998e-01;2.6753389999999999e-01;3.2727780000000001e-01;4.3157459999999997e-01;3.1013649999999998e-01;2.2549839999999999e-01;1.7563840000000000e-01;4.0060190000000001e-01;1.4355019999999999e-01;5.6176740000000003e-02
2.2978650000000000e-01;4.3629029999999999e-02;2.7566740000000001e-01;2.8928350000000003e-01;5.1936839999999998e-02;2.0295140000000000e-01;2.5524229999999998e-01;1.3710370000000000e-01;9.2791129999999999e-02;7.0639209999999994e-02;2.3344019999999999e-01;2.0409980000000000e-01;2.5149670000000002e-01;5.0242549999999997e-02;9.2089720000000000e-02;1.3476869999999999e-01;2.9424689999999998e-01;1.0144370000000000e-01;1.1542670000000000e-02;1.0285610000000001e-01;1.2450160000000000e-01;1.9721020000000000e-01;1.9641700000000001e-01;2.6551180000000002e-01;3.5433720000000002e-01;2.4070449999999999e-01;1.8077370000000001e-01;9.1734999999999997e-02;3.4345300000000001e-01;1.1730989999999999e-01;2.7445160000000000e-02
1.5947580000000000e-01;5.2832770000000001e-02;2.4018020000000001e-01;2.5656269999999998e-01;2.2732380000000000e-02;1.7045460000000001e-01;1.8452750000000001e-01;1.5165470000000000e-01;4.0905350000000000e-02;8.6160239999999999e-02;1.7951110000000001e-01;1.4077619999999999e-01;1.9258359999999999e-01;1.9365589999999998e-02;9.2713589999999999e-02;7.3195930000000006e-02;2.7530070000000001e-01;1.2060640000000000e-01;2.2018810000000000e-02;4.8482020000000001e-02;5.6845060000000003e-02;1.8591350000000001e-01;1.7741219999999999e-01;2.4063590000000001e-01;2.9902060000000003e-01;2.1126220000000001e-01;1.6710939999999999e-01;3.8840830000000000e-02;3.2182369999999999e-01;1.3200480000000001e-01;3.8302520000000000e-02
3.0064489999999999e-01;7.7805150000000003e-02;3.4250269999999999e-01;3.5169640000000002e-01;8.4196209999999994e-02;2.7242959999999999e-01;3.2516630000000002e-01;1.8993399999999999e-01;1.6028600000000001e-01;1.1010660000000000e-01;3.1487250000000000e-01;2.5281959999999998e-01;3.3968090000000001e-01;6.7579639999999996e-02;1.6222760000000000e-01;2.0174139999999999e-01;3.6329780000000000e-01;1.4989690000000000e-01;3.4585060000000001e-02;1.1853920000000000e-01;2.0077310000000001e-01;2.7487770000000000e-01;2.7548660000000003e-01;3.3297209999999999e-01;4.4734119999999999e-01;3.1537090000000001e-01;2.3388950000000000e-01;1.8201419999999999e-01;4.0717670000000000e-01;1.5650080000000000e-01;5.8231819999999997e-02
1.1183170000000001e-01;2.2584500000000000e-02;1.3073250000000000e-01;1.6688449999999999e-01;1.2078030000000000e-02;5.2312240000000003e-02;1.3614009999999999e-01;6.0348010000000001e-02;1.6106400000000000e-02;3.3206600000000003e-02;6.3712840000000007e-02;4.8753900000000003e-02;5.6476760000000001e-02;8.3936380000000001e-03;7.1415629999999994e-02;2.7575300000000001e-02;1.4061000000000001e-01;5.2411790000000000e-02;1.4559480000000000e-02;1.6464179999999998e-02;1.9944549999999998e-02;8.8900820000000005e-02;8.5598640000000004e-02;1.3627259999999999e-01;1.2820419999999999e-01;1.0156070000000000e-01;1.3370140000000000e-01;1.7206659999999999e-02;1.7276420000000001e-01;7.5368779999999996e-02;2.0375589999999999e-02
2.8196220000000000e-01;6.4090439999999999e-02;3.1438339999999998e-01;3.2529480000000000e-01;9.6534030000000007e-02;2.4531620000000001e-01;3.0515609999999999e-01;1.5299969999999999e-01;1.5976609999999999e-01;8.0667520000000006e-02;2.8233000000000003e-01;2.6038329999999998e-01;3.0776490000000001e-01;1.0737710000000000e-01;1.4782799999999999e-01;1.9704120000000000e-01;3.4899710000000000e-01;1.1896700000000000e-01;2.4018040000000001e-02;1.6689170000000000e-01;1.8638070000000001e-01;2.5462750000000001e-01;2.5140530000000000e-01;3.1503730000000002e-01;4.0185240000000000e-01;2.9487500000000000e-01;2.1962599999999999e-01;1.7197370000000001e-01;3.9525120000000002e-01;1.2433820000000000e-01;4.7038549999999998e-02
2.3176420000000000e-01;5.3478079999999997e-02;2.8333130000000001e-01;2.9593239999999998e-01;5.6067750000000000e-02;2.0754590000000001e-01;2.5504510000000002e-01;1.1730970000000000e-01;7.0772520000000005e-02;5.5491470000000001e-02;2.0592650000000001e-01;1.6840759999999999e-01;2.4102930000000000e-01;3.5084600000000001e-02;1.3059219999999999e-01;1.0424140000000000e-01;3.1791970000000003e-01;9.1011640000000005e-02;1.9170369999999999e-02;6.0660670000000000e-02;9.6003699999999997e-02;2.2340160000000001e-01;2.1517180000000000e-01;2.8576930000000000e-01;3.6375869999999999e-01;2.7066560000000001e-01;1.7798580000000000e-01;9.6410570000000001e-02;3.6435020000000001e-01;9.9375249999999998e-02;3.6686850000000000e-02
1.4561779999999999e-01;4.2581130000000002e-02;2.2434640000000000e-01;2.3964900000000000e-01;1.5684859999999998e-02;1.5514770000000000e-01;1.6973179999999999e-01;1.4059650000000001e-01;3.1648650000000000e-02;7.8290090000000007e-02;1.6282210000000000e-01;1.2192730000000000e-01;1.7250830000000000e-01;1.3488470000000001e-02;7.2163050000000006e-02;5.6610430000000003e-02;2.5410139999999998e-01;1.0884330000000000e-01;1.5213910000000001e-02;3.6277339999999998e-02;4.6765899999999999e-02;1.6406720000000000e-01;1.5840560000000001e-01;2.1929009999999999e-01;2.8461839999999999e-01;1.9020730000000000e-01;1.4257030000000001e-01;3.0404589999999999e-02;3.0046899999999999e-01;1.2268630000000000e-01;2.8337190000000002e-02
1.9526360000000001e-01;4.4546769999999999e-02;2.5669259999999999e-01;2.7165610000000001e-01;3.6445260000000000e-02;1.8575179999999999e-01;2.2032640000000001e-01;1.1623830000000000e-01;5.4178770000000001e-02;5.5063910000000001e-02;1.8852260000000001e-01;1.6381050000000000e-01;2.0975199999999999e-01;1.9771219999999999e-02;1.2120490000000000e-01;7.6219720000000005e-02;3.0486459999999999e-01;8.8936490000000007e-02;1.6207420000000000e-02;4.7420919999999998e-02;6.8826300000000007e-02;2.0379330000000001e-01;1.9723019999999999e-01;2.8444530000000001e-01;3.2866309999999999e-01;2.4745619999999999e-01;1.8305830000000001e-01;6.0496349999999997e-02;3.5271590000000003e-01;1.0312810000000000e-01;3.1440950000000002e-02
1.0793250000000000e-01;1.6205109999999998e-02;1.6309489999999999e-01;1.8453849999999999e-01;1.7311070000000001e-02;8.8698159999999998e-02;1.3300250000000000e-01;5.6086509999999999e-02;2.4520950000000000e-02;2.0780320000000001e-02;8.2880770000000006e-02;6.3438560000000005e-02;9.5706929999999996e-02;9.8091600000000008e-03;6.8170469999999997e-02;3.3848179999999999e-02;2.0295849999999999e-01;4.1443679999999997e-02;5.8392180000000002e-03;1.6658440000000000e-02;2.8945660000000002e-02;1.1949460000000001e-01;1.0868470000000000e-01;1.9547590000000001e-01;2.2780860000000000e-01;1.5614430000000001e-01;1.3233650000000000e-01;2.6655910000000001e-02;2.4917490000000000e-01;6.5062369999999994e-02;1.1258910000000000e-02
2.6602619999999999e-01;6.2726649999999995e-02;3.0636920000000001e-01;3.1671470000000002e-01;7.2271160000000001e-02;2.3439810000000000e-01;2.9124870000000003e-01;1.4900230000000000e-01;1.1224550000000000e-01;7.8244910000000001e-02;2.5861279999999998e-01;2.0124410000000001e-01;2.9417720000000003e-01;4.9148259999999999e-02;1.3376199999999999e-01;1.4975320000000000e-01;3.2767059999999998e-01;1.1691710000000000e-01;2.4761340000000000e-02;8.9378710000000000e-02;1.5242269999999999e-01;2.3665600000000001e-01;2.3226100000000000e-01;2.9621799999999998e-01;3.9691419999999999e-01;2.7986879999999997e-01;1.9284920000000000e-01;1.3847719999999999e-01;3.7250719999999998e-01;1.2071780000000000e-01;4.7414690000000002e-02
2.7665849999999997e-01;6.8928820000000002e-02;3.2128899999999999e-01;3.3074120000000001e-01;7.6595430000000006e-02;2.4794949999999999e-01;3.0049540000000002e-01;1.6307540000000001e-01;1.2313960000000000e-01;8.7705340000000007e-02;2.8020889999999998e-01;2.2933640000000000e-01;3.0954209999999999e-01;5.4833189999999997e-02;1.5081110000000000e-01;1.6804459999999999e-01;3.4929519999999997e-01;1.2711950000000000e-01;2.7199510000000000e-02;9.7407190000000005e-02;1.6800409999999999e-01;2.5678800000000002e-01;2.5244780000000000e-01;3.1562960000000001e-01;4.2300330000000003e-01;3.0021120000000001e-01;2.1051280000000000e-01;1.5293000000000001e-01;3.9464990000000000e-01;1.3293880000000000e-01;5.0136380000000001e-02
2.7664960000000000e-01;8.2725380000000001e-02;3.4020470000000003e-01;3.5340709999999997e-01;7.9302839999999999e-02;2.7112530000000001e-01;3.0168729999999999e-01;1.9753260000000000e-01;1.2726840000000000e-01;1.1191800000000000e-01;3.0911939999999999e-01;2.6235389999999997e-01;3.2911659999999998e-01;5.4244250000000001e-02;1.8820840000000000e-01;1.8704489999999999e-01;3.8347160000000002e-01;1.5982170000000001e-01;4.0669400000000001e-02;1.1190070000000001e-01;1.7586520000000000e-01;2.9519129999999999e-01;2.9275279999999998e-01;3.5033609999999998e-01;4.3848819999999999e-01;3.2960830000000002e-01;2.5445119999999999e-01;1.6303809999999999e-01;4.2587880000000000e-01;1.6880160000000000e-01;6.6509139999999994e-02
2.3793810000000001e-01;5.9420279999999999e-02;3.0369669999999999e-01;3.1704900000000003e-01;5.5356610000000001e-02;2.2705049999999999e-01;2.6108080000000000e-01;1.5825890000000001e-01;8.1144160000000007e-02;8.2765359999999996e-02;2.5249329999999998e-01;2.2725119999999999e-01;2.6892640000000001e-01;3.7383909999999999e-02;1.5307000000000001e-01;1.3252340000000001e-01;3.4645910000000002e-01;1.2255840000000000e-01;2.3478869999999999e-02;7.8049830000000001e-02;1.1526800000000000e-01;2.5142470000000000e-01;2.4024280000000001e-01;3.1521729999999998e-01;4.1078009999999998e-01;2.8900690000000001e-01;2.1764870000000000e-01;1.1305740000000000e-01;3.9309820000000001e-01;1.3965669999999999e-01;4.2245590000000000e-02
9.8963220000000005e-02;2.4639390000000001e-02;1.2706690000000001e-01;1.6269860000000000e-01;1.3879590000000001e-02;5.8907599999999997e-02;1.2496580000000000e-01;6.3603629999999994e-02;1.8017439999999999e-02;3.2785889999999998e-02;7.1387790000000007e-02;5.4173199999999998e-02;6.5787020000000002e-02;9.4778769999999991e-03;6.7523089999999994e-02;2.9341440000000000e-02;1.5468430000000000e-01;5.4382390000000003e-02;1.5627680000000001e-02;1.8390170000000001e-02;2.0278569999999999e-02;9.7612749999999998e-02;9.2097300000000007e-02;1.4850389999999999e-01;1.4701500000000001e-01;1.1246030000000000e-01;1.3176650000000001e-01;1.9192250000000001e-02;1.9129160000000001e-01;7.5004920000000003e-02;2.2328299999999999e-02
1.0179439999999999e-01;2.0857930000000000e-02;1.3383809999999999e-01;1.6916400000000001e-01;1.5016020000000000e-02;6.0866770000000001e-02;1.3335680000000000e-01;5.3883229999999997e-02;2.0816800000000000e-02;2.4813920000000000e-02;7.3437769999999999e-02;5.6858340000000000e-02;6.9577810000000004e-02;9.5471129999999994e-03;7.4222960000000004e-02;3.2853870000000000e-02;1.5830900000000001e-01;4.4987460000000000e-02;1.1479639999999999e-02;1.7569189999999998e-02;2.3939309999999998e-02;1.0157420000000000e-01;1.0123680000000000e-01;1.6713400000000000e-01;1.6291249999999999e-01;1.2601650000000000e-01;1.4769599999999999e-01;2.5550030000000001e-02;1.9208090000000000e-01;7.3125350000000006e-02;1.7569080000000001e-02
2.5301489999999999e-01;5.9783500000000003e-02;3.1213629999999998e-01;3.2518140000000001e-01;6.5012290000000000e-02;2.3923980000000000e-01;2.7775889999999998e-01;1.5543380000000001e-01;9.0899540000000001e-02;7.8531729999999994e-02;2.5750360000000000e-01;2.1366230000000000e-01;2.8925479999999998e-01;4.4444350000000001e-02;1.5336739999999999e-01;1.3349539999999999e-01;3.4814319999999999e-01;1.2063450000000001e-01;2.3559320000000002e-02;7.9197279999999995e-02;1.3196179999999999e-01;2.5481379999999998e-01;2.5441019999999998e-01;3.1860539999999998e-01;4.0413300000000002e-01;2.9934470000000002e-01;2.1523110000000001e-01;1.3051599999999999e-01;3.9140940000000002e-01;1.3539599999999999e-01;4.5449610000000001e-02
2.7180430000000000e-01;5.7786669999999998e-02;3.1192760000000003e-01;3.2159840000000001e-01;7.2481329999999997e-02;2.3878360000000001e-01;2.9666540000000002e-01;1.4912310000000001e-01;1.1234560000000000e-01;7.6604249999999999e-02;2.6726689999999997e-01;2.0410670000000000e-01;3.0141669999999998e-01;4.8624660000000000e-02;1.3869690000000001e-01;1.4765449999999999e-01;3.3297969999999999e-01;1.1341680000000000e-01;1.9566779999999999e-02;8.3746699999999993e-02;1.5429880000000001e-01;2.4223520000000001e-01;2.4116570000000001e-01;3.0415900000000001e-01;4.0310590000000002e-01;2.8869149999999999e-01;1.9762890000000000e-01;1.4209369999999999e-01;3.7706309999999998e-01;1.2108590000000000e-01;4.0014019999999997e-02
2.5447639999999999e-01;6.7591390000000001e-02;3.1615240000000000e-01;3.2862819999999998e-01;6.8744689999999997e-02;2.4214769999999999e-01;2.7719800000000000e-01;1.6806640000000000e-01;9.5799460000000003e-02;9.0864440000000005e-02;2.6968320000000001e-01;2.3985819999999999e-01;2.9795670000000002e-01;4.6185799999999999e-02;1.5388730000000000e-01;1.4960820000000000e-01;3.5495230000000000e-01;1.3293590000000000e-01;2.9691110000000000e-02;9.1394160000000002e-02;1.4329660000000000e-01;2.6010689999999997e-01;2.5602340000000001e-01;3.2130850000000000e-01;4.1038010000000003e-01;2.9987360000000002e-01;2.2065409999999999e-01;1.3448009999999999e-01;3.9990429999999999e-01;1.4512340000000001e-01;5.0580809999999997e-02
2.4921620000000000e-01;6.0558729999999998e-02;2.9915009999999997e-01;3.1274619999999997e-01;6.4549480000000006e-02;2.3783640000000000e-01;2.7372940000000001e-01;1.5858670000000000e-01;1.1032010000000000e-01;8.5710690000000006e-02;2.5860220000000000e-01;2.4206000000000000e-01;2.8494249999999999e-01;6.0079210000000001e-02;1.3097400000000001e-01;1.6176150000000000e-01;3.2904220000000001e-01;1.2350680000000000e-01;2.4101170000000002e-02;1.2513440000000001e-01;1.4523300000000000e-01;2.3392830000000001e-01;2.3436409999999999e-01;2.9747509999999999e-01;3.9647779999999999e-01;2.7358589999999999e-01;2.1497980000000000e-01;1.1956410000000001e-01;3.7727290000000002e-01;1.3620620000000000e-01;4.4057319999999997e-02
2.0689080000000001e-01;4.8128799999999999e-02;2.6702749999999997e-01;2.8236450000000002e-01;3.8251060000000003e-02;1.9324430000000001e-01;2.3251469999999999e-01;1.4219640000000000e-01;6.2524350000000006e-02;7.5500429999999993e-02;2.1706819999999999e-01;1.8755440000000001e-01;2.3167180000000001e-01;3.1986050000000002e-02;9.8624180000000006e-02;1.0686440000000000e-01;2.9160789999999998e-01;1.0897630000000000e-01;1.7033940000000001e-02;7.3109599999999997e-02;9.2752109999999999e-02;1.9574120000000000e-01;1.9430810000000001e-01;2.6413180000000003e-01;3.4893010000000002e-01;2.3539270000000001e-01;1.8804440000000000e-01;6.6450099999999998e-02;3.4071669999999998e-01;1.2539839999999999e-01;3.3074649999999997e-02
2.0503150000000001e-01;4.3244940000000003e-02;2.7134570000000002e-01;2.8624300000000003e-01;4.6243569999999998e-02;1.9094090000000000e-01;2.2921630000000001e-01;1.0945100000000001e-01;6.0759279999999999e-02;5.2587759999999997e-02;1.8529380000000001e-01;1.5201090000000000e-01;2.0998610000000001e-01;2.8929369999999999e-02;1.1521049999999999e-01;8.5988579999999995e-02;2.9699690000000001e-01;8.6029510000000003e-02;1.7722280000000000e-02;4.8380569999999998e-02;7.7687339999999994e-02;2.0119290000000001e-01;2.0371180000000000e-01;2.7627639999999998e-01;3.5739739999999998e-01;2.5419710000000001e-01;1.7901860000000000e-01;8.2431080000000004e-02;3.4153319999999998e-01;1.1081729999999999e-01;3.2404219999999997e-02
3.0295549999999999e-01;8.6128880000000005e-02;3.5392980000000002e-01;3.6382340000000002e-01;9.0678410000000001e-02;2.8532809999999997e-01;3.2588020000000001e-01;2.0530889999999999e-01;1.6195470000000001e-01;1.2122250000000000e-01;3.3330090000000001e-01;2.9633999999999999e-01;3.4835189999999999e-01;6.9545140000000005e-02;1.7440880000000000e-01;2.3464650000000001e-01;3.8175629999999999e-01;1.6422329999999999e-01;4.1159469999999997e-02;1.4622740000000001e-01;2.0117430000000000e-01;2.9213640000000002e-01;2.9271510000000001e-01;3.4785040000000000e-01;4.5941250000000000e-01;3.2985589999999998e-01;2.5190390000000001e-01;1.9630639999999999e-01;4.2537849999999999e-01;1.6972640000000000e-01;6.6339750000000003e-02
1.1999590000000000e-01;4.2334640000000000e-02;2.0011129999999999e-01;2.1604840000000000e-01;1.1132329999999999e-02;1.3474810000000001e-01;1.4029410000000000e-01;1.3496200000000000e-01;2.2848170000000001e-02;7.6074299999999997e-02;1.3631350000000000e-01;9.6038830000000006e-02;1.4125940000000001e-01;8.8509999999999995e-03;7.2258110000000000e-02;4.2554530000000000e-02;2.3982210000000001e-01;1.0697510000000000e-01;1.7146959999999999e-02;2.7776200000000001e-02;3.4265129999999998e-02;1.5371460000000001e-01;1.4422350000000000e-01;1.9890690000000000e-01;2.4610299999999999e-01;1.7240580000000000e-01;1.2811700000000001e-01;1.9700970000000002e-02;2.8489569999999997e-01;1.1742800000000000e-01;2.9741380000000001e-02
